author_name,title,authors,publication,cited_by_value,year
Jakob Macke,Bayesian inference for spiking neuron models with a sparsity prior,"S Gerwinn, J Macke, M Seeger, M Bethge","Advances in neural information processing systems 20, 529–536, 2008",39,2008
Jakob Macke,Psignifit 4: Pain-free Bayesian inference for psychometric functions,"H Schütt, S Harmeling, J Macke, F Wichmann","Journal of vision 15 (12), 474-474, 2015",37,2015
Jakob Macke,Low error discrimination using a correlated population code,"G Schwartz, J Macke, D Amodei, H Tang, MJ Berry","Journal of neurophysiology 108 (4), 1069-1088, 2012",37,2012
Jakob Macke,Estimating predictive stimulus features from psychophysical data: The decision image technique applied to human faces,"JH Macke, FA Wichmann","Journal of vision 10 (5), 22-22, 2010",35,2010
Jakob Macke,Gaussian process methods for estimating cortical maps,"JH Macke, S Gerwinn, LE White, M Kaschube, M Bethge","NeuroImage 56 (2), 570-581, 2011",34,2011
Jakob Macke,The impact of neuron morphology on cortical network architecture,"D Udvary, P Harth, JH Macke, HC Hege, CPJ de Kock, B Sakmann, ...","Cell Reports 39 (2), 2022",30,2022
Jakob Macke,Variational methods for simulation-based inference,"M Glöckler, M Deistler, JH Macke","International Conference on Learning Representations (ICLR), 2022",30,2022
Jakob Macke,Accuracy of rats in discriminating visual objects is explained by the complexity of their perceptual strategy,"V Djurdjevic, A Ansuini, D Bertolini, JH Macke, D Zoccolan","Current biology 28 (7), 1005-1015. e5, 2018",30,2018
Jakob Macke,Unsupervised learning of a steerable basis for invariant image representations,"M Bethge, S Gerwinn, JH Macke","Human Vision and Electronic Imaging XII 6492, 132-143, 2007",29,2007
Jakob Macke,How biased are maximum entropy models?,"JH Macke, I Murray, P Latham","Advances in neural information processing systems 24, 2011",26,2011
Jakob Macke,Bayesian population decoding of spiking neurons,"S Gerwinn, J Macke, M Bethge","Frontiers in computational neuroscience 3, 2009",23,2009
Jakob Macke,Neural Importance Sampling for Rapid and Reliable Gravitational-Wave Inference,"M Dax, SR Green, J Gair, M Pürrer, J Wildberger, JH Macke, A Buonanno, ...","Physical Review Letters 130 (17), 171403, 2023",22,2023
Jakob Macke,Flexible and efficient simulation-based inference for models of decision-making,"J Boelts, JM Lueckmann, R Gao, JH Macke","Elife 11, e77220, 2022",22,2022
Jakob Macke,Synchronous activity patterns in the dentate gyrus during immobility,"M Pofahl, N Nikbakht, AN Haubrich, T Nguyen, N Masala, F Distler, ...","Elife 10, e65786, 2021",22,2021
Jakob Macke,Teaching deep neural networks to localize sources in super-resolution microscopy by combining simulation-based learning and unsupervised learning,"A Speiser, SC Turaga, JH Macke","arXiv, 2019",22,2019
Jakob Macke,"Modeling population spike trains with specified time-varying spike rates, trial-to-trial variability, and pairwise signal and noise correlations","DR Lyamzin, JH Macke, NA Lesica","Frontiers in Computational Neuroscience 4, 2010",22,2010
Jakob Macke,Extracting low-dimensional dynamics from multiple large-scale neural population recordings by learning to predict correlations,"M Nonnenmacher, SC Turaga, JH Macke","Advances in neural information processing systems 30, 2017",21,2017
Jakob Macke,Group equivariant neural posterior estimation,"M Dax, SR Green, J Gair, M Deistler, B Schölkopf, JH Macke","International Conference on Learning Representations (ICLR) 2022, 2022",18,2022
Jakob Macke,GATSBI: Generative Adversarial Training for Simulation-Based Inference,"P Ramesh, JM Lueckmann, J Boelts, Á Tejero-Cantero, DS Greenberg, ...","International Conference on Learning Representations (ICLR), https …, 2022",18,2022
Jakob Macke,Receptive fields without spike-triggering,"JH Macke, G Zeck, M Bethge","21th Neural Information Processing Systems Conference, MIT Press, Cambridge …, 2008",18,2008
Jakob Macke,Energy efficient network activity from disparate circuit parameters,"M Deistler, JH Macke, PJ Gonçalves","Proceedings of the National Academy of Sciences 119 (44), e2207632119, 2022",17,2022
Jakob Macke,Unlocking neural population non-stationarities using hierarchical dynamics models,"M Park, G Bohner, JH Macke","Advances in neural information processing systems 28, 2015",17,2015
Jakob Macke,Choice (-history) Correlations in Sensory Cortex: Cause or Consequence?,"JH Macke, H Nienborg","Current Opinion in Neurobiology 58, 148–154, 2019",16,2019
Jakob Macke,Reconstructing stimuli from the spike times of leaky integrate and fire neurons,"S Gerwinn, JH Macke, M Bethge","Frontiers in neuroscience 5, 1, 2011",16,2011
Jakob Macke,Inducing metric violations in human similarity judgements,"J Laub, KR Müller, FA Wichmann, JH Macke","Advances in neural information processing systems 19, 2006",15,2006
Jakob Macke,Connectome-constrained deep mechanistic networks predict neural responses across the fly visual system at single-neuron resolution,"JK Lappalainen, FD Tschopp, S Prakhya, M McGill, A Nern, K Shinomiya, ...","bioRxiv, 2023.03. 11.532232, 2023",13,2023
Jakob Macke,Discrimination of simple objects decoded from the output of retinal ganglion cells upon sinusoidal electrical stimulation,"A Corna, P Ramesh, F Jetter, MJ Lee, JH Macke, G Zeck","Journal of Neural Engineering 18 (4), 046086, 2021",13,2021
Jakob Macke,Truncated proposals for scalable and hassle-free simulation-based inference,"M Deistler, PJ Goncalves, JH Macke","Neural Information Processing Systems (NeurIPS), 2022",12,2022
Jakob Macke,Inference of a mesoscopic population model from population spike trains,"A René, A Longtin, JH Macke","Neural Computation, 1-51, 2020",12,2020
Jakob Macke,Estimation bias in maximum entropy models,"JH Macke, I Murray, PE Latham","Entropy 15 (8), 3109-3129, 2013",11,2013
Jakob Macke,A Bayesian model for identifying hierarchically organised states in neural population activity,"P Putzky, F Franzen, G Bassetto, JH Macke","Advances in Neural Information Processing Systems, 1-9, 2014",8,2014
Jakob Macke,Adapting to noise distribution shifts in flow-based gravitational-wave inference,"J Wildberger, M Dax, SR Green, J Gair, M Pürrer, JH Macke, A Buonanno, ...","Physical Review D 107 (8), 084046, 2023",7,2023
Jakob Macke,Mit Robotern gegen den Pflegenotstand,"S Beck, M Grzegorzek, C Lichtenthäler, J Macke, C Muhl, U Reiser, ...","Policy Brief 4, 13, 2013",7,2013
Jakob Macke,The effect of pairwise neural correlations on global population statistics,"JH Macke, M Opper, M Bethge","Max Planck Institute for Biological Cybernetics, 2009",7,2009
Jakob Macke,Duplicate detection of spike events: a relevant problem in human single-unit recordings,"G Dehnen, MS Kehl, A Darcher, TT Müller, JH Macke, V Borger, R Surges, ...","Brain Sciences 11 (6), 761, 2021",6,2021
Jakob Macke,Characterizing retinal ganglion cell responses to electrical stimulation using generalized linear models,"S Sekhar, P Ramesh, G Bassetto, E Zrenner, JH Macke, DL Rathbun","Frontiers in Neuroscience 14, 378, 2020",6,2020
Jakob Macke,Bayesian estimation of orientation preference maps,"JH Macke, S Gerwinn, LE White, M Kaschube, M Bethge","Advances in Neural Information Processing Systems 22, 1195-1203, 2010",6,2010
Jakob Macke,Estimation of skeletal kinematics in freely moving rodents,"A Monsees, KM Voit, DJ Wallace, J Sawinski, E Charyasz, K Scheffler, ...","Nature methods 19 (11), 1500-1509, 2022",5,2022
Jakob Macke,"A simple Bayesian analysis of the infection fatality rate in Gangelt, and an uncertainty aware extrapolation to infection-counts in Germany","M Kümmerer, P Berens, J Macke",,5,2020
Jakob Macke,Adversarial training of neural encoding models on population spike trains,"P Ramesh, M Atayi, JH Macke","Real Neurons {\&} Hidden Units: Future directions at the intersection of …, 2019",5,2019
Jakob Macke,Salad: A toolbox for semi-supervised adaptive learning across domains,"S Schneider, AS Ecker, JH Macke, M Bethge",,5,2018
Jakob Macke,Nach der Exzellenzinitiative: Personalstruktur als Schlüssel zu leistungsfähigeren Universitäten,"C Menke, M Schularick, S Baumbach, R Wolf, J Macke, W Pernice, ...",,5,2013
Jakob Macke,Teaching deep neural networks to localize single molecules for super-resolution microscopy,"A Speiser, LR Müller, U Matti, CJ Obara, WR Legant, J Ries, JH Macke, ...","arXiv preprint arXiv:1907.00770, 2019",4,2019
Jakob Macke,Comparing neural simulations by neural density estimation,"J Boelts, JM Lueckmann, PJ Goncalves, H Sprekeler, JH Macke","2019 Conference on Cognitive Computational Neuroscience, 1289-1299, 2019",4,2019
Jakob Macke,Multi-task generalization and adaptation between noisy digit datasets: An empirical study,"S Schneider, AS Ecker, JH Macke, M Bethge","Neural Information Processing Systems (NeurIPS), Workshop on Continual Learning, 2018",4,2018
Jakob Macke,Modelling low-dimensional dynamics in recorded spiking populations,"JH Macke, L Büsing, JP Cunningham, BM Yu, KV Shenoy, M Sahani","Computational and Systems Neuroscience Meeting (COSYNE 2011), 2011",4,2011
Jakob Macke,Phase of firing does not reflect temporal order in sequence memory of humans and recurrent neural networks,"S Liebe, J Niediek, M Pals, TP Reber, J Faber, J Bostroem, CE Elger, ...","bioRxiv, 2022",3,2022
Jakob Macke,Statistical inference for analyzing sloppiness in neuroscience models,"M Deistler, GJ Pedro, JM Lueckmann, K Oecal, DS Greenberg, JH Macke","Bernstein Conference 2019, Berlin, Germany, 2019",3,2019
Jakob Macke,Robust statistical inference for simulation-based models in neuroscience,"M Nonnenmacher, PJ Goncalves, G Bassetto, JM Lueckmann, JH Macke","Bernstein Conference 2018, Berlin, Germany, 2018",3,2018
Jakob Macke,Using sequential dependencies in neural activity and behavior to dissect choice related activity in V2,"H Nienborg, JH Macke","44th Annual Meeting of the Society for Neuroscience (Neuroscience 2014), 2014",3,2014
Jakob Macke,Inferring decoding strategy from choice probabilities in the presence of noise correlations,"R Haefner, S Gerwinn, J Macke, M Bethge","Nature Precedings, 1-1, 2012",3,2012
Jakob Macke,Statistical analysis of multi-cell recordings: linking population coding models to experimental data,"J Macke, P Berens, M Bethge","Frontiers in Computational Neuroscience 5, 35, 2011",3,2011
Jakob Macke,Combined statistical-mechanistic modeling links ion channel genes to physiology of cortical neuron types,"Y Bernaerts, M Deistler, PJ Goncalves, J Beck, M Stimberg, F Scala, ...","bioRxiv, 2023.03. 02.530774, 2023",2,2023
Jakob Macke,Efficient identification of informative features in simulation-based inference,"J Beck, M Deistler, Y Bernaerts, JH Macke, P Berens","Advances in Neural Information Processing Systems 35, 19260-19273, 2022",2,2022
Jakob Macke,3D reconstruction of neural circuits from serial EM images,"N Maack, C Kapfer, JH Macke, B Schölkopf, W Denk, A Borst","7th Meeting of the German Neuroscience Society, 31st Göttingen Neurobiology …, 2007",2,2007
Jakob Macke,Generating realistic neurophysiological time series with denoising diffusion probabilistic models,"J Vetter, JH Macke, R Gao","bioRxiv, 2023.08. 23.554148, 2023",1,2023
Jakob Macke,Adversarial robustness of amortized Bayesian inference,"M Glöckler, M Deistler, JH Macke","International Conference on Machine Learning (ICML), 2023",1,2023
Jakob Macke,Simultaneous identification of models and parameters of scientific simulators,"C Schröder, JH Macke","arXiv preprint arXiv:2305.15174, 2023",1,2023
Jakob Macke,Multiscale Metamorphic VAE for 3D Brain MRI Synthesis,"J Kapoor, JH Macke, CF Baumgartner","arXiv preprint arXiv:2301.03588, 2023",1,2023
Jakob Macke,Flow Matching for Scalable Simulation-Based Inference,"M Dax, J Wildberger, S Buchholz, SR Green, JH Macke, B Schölkopf","Conference on Neural Information Process Systems (NeurIPS), 2023",1,2023
Jakob Macke,Trained recurrent neural networks develop phase-locked limit cycles in a working memory task,"M Pals, JH Macke, O Barak","bioRxiv, 2023.04. 11.536352, 2023",1,2023
Jakob Macke,Personalized neurorehabilitative precision medicine: from data to therapies (MWKNeuroReha)–a multi-centre prospective observational clinical trial to predict long-term outcome …,"C Blum, D Baur, LC Achauer, P Berens, S Biergans, M Erb, V Hömberg, ...","Bmc Neurology 22 (1), 1-15, 2022",1,2022
Jakob Macke,"Neuromatch Academy: a 3-week, online summer school in computational neuroscience","B t Hart, T Achakulvisut, A Adeyemi, A Akrami, B Alicea, A Alonso-Andres, ...","Journal of Open Source Education 5 (49), 118, 2022",1,2022
Jakob Macke,Hierarchical timescales of free behavior,"K Jain, T Muzzu, E Menichini, J Macke, A Saleem, G Berman","APS March Meeting Abstracts 2022, N03. 004, 2022",1,2022
Jakob Macke,Model selection via neural density estimation,"J Boelts, JM Lueckmann, P Goncalves, H Sprekeler, JH Macke","Conference in Cognitive Computing 2018, Hannover, Germany, 2018",1,2018
Jakob Macke,26th annual computational neuroscience meeting (CNS* 2017): part 1,"S Denham, P Poirazi, E De Schutter, K Friston, HK Chan, T Nowotny, ...","BMC Neuroscience 18, 1-14, 2017",1,2017
Jakob Macke,Dealing with sequential dependencies in psychophysical data,"I Fründ, F Wichmann, J Macke","Journal of Vision 12 (9), 1143-1143, 2012",1,2012
Jakob Macke,Nonlinear receptive field analysis: Making kernel methods interpretable,"W Kienzle, JH Macke, FA Wichmann, B Schölkopf, MO Franz","Computational and Systems Neuroscience Meeting (COSYNE 2007), 16, 2007",1,2007
Jakob Macke,Meta-learning families of plasticity rules in recurrent spiking networks using simulation-based inference,"B Confavreux, P Ramesh, PJ Goncalves, JH Macke, TP Vogels","Thirty-seventh Conference on Neural Information Processing Systems (NeurIPS), 2023",,2023
Jakob Macke,Simulation-based inference for efficient identification of generative models in connectomics,"J Boelts, P Harth, R Gao, D Udvary, F Yanez, D Baum, HC Hege, ...","PLOS Computational Biology, https://doi.org/10.1371/journal.pcbi.101, 2023",,2023
Jakob Macke,Generalized Bayesian Inference for Scientific Simulators via Amortized Cost Estimation,"R Gao, M Deistler, JH Macke","Thirty-seventh Conference on Neural Information Processing Systems (NeurIPS), 2023",,2023
Jakob Macke,Determining Basal Mass Balance of Ice Shelves Using Simulation-Based Inference,"JH Macke, R Drews, C Schröder, V Višnjević, G Moss","EGU General Assembly 2023, 2023",,2023
Jakob Macke,Determining Basal Mass Balance of Ice Shelves Using Simulation-Based Inference,"G Moss, V Višnjević, C Schröder, J Macke, R Drews","EGU23, 2023",,2023
Jakob Macke,Indistinguishable network dynamics can emerge from unalike plasticity rules,"P Ramesh, B Confavreux, PJ Goncalves, TP Vogels, JH Macke","bioRxiv, 2023.11. 01.565168, 2023",,2023
Jakob Macke,Neonatal apnea and hypopnea prediction in infants with Robin sequence with neural additive models for time series,"J Vetter, K Lim, TMH Dijkstra, PA Dargaville, O Kohlbacher, JH Macke, ...","medRxiv, 2023.03. 14.23287021, 2023",,2023
Jakob Macke,"Electrophysiology Analysis, Bayesian","G Bassetto, JH Macke","Encyclopedia of Computational Neuroscience, 1280-1284, 2022",,2022
Jakob Macke,"Towards assembling the internal ice stratigraphy in coastal regions of Dronning Maud Land, East Antarctica","R Drews, I Koch, F Oraschewski, M Ershadi, LS Muhle, H Spiegel, ...","EGU General Assembly Conference Abstracts, EGU22-942, 2022",,2022
Jakob Macke,Uncertainty quantification for melt rate parameters in ice shelves using simulation-based inference,"G Moss, V Višnjević, C Schröder, J Macke, R Drews","EGU General Assembly Conference Abstracts, EGU22-896, 2022",,2022
Jakob Macke,"Deep learning enables fast and dense single-molecule localization with high accuracy (vol 18, pg 1082, 2021)","A Speiser, LR Muller, P Hoess, U Matti, CJ Obara, WR Legant, A Kreshuk, ...","NATURE METHODS 18 (11), 1410-1410, 2021",,2021
Jakob Macke,The impact of neuronal structure on corticl network architecture,"JH Macke, P Harth, D Udvary, HC Hege, CPJ de Kock, B Sakmann, ...","bioRxiv, 2021",,2021
Jakob Macke,Amortized Bayesian inference of gravitational waves with normalizing flows,"M Dax, SR Green, J Gair, JH Macke, A Buonanno, B Schölkopf","Fourth Workshop on Machine Learning and the Physical Sciences at NeurIPS, 2021",,2021
Jakob Macke,A standardised formalism for voltage-gated ion channel models,"C Chintaluri, WF Podlaski, PJ Goncalves, JH Macke","28th Annual Computational Neuroscience Meeting, Barcelona, Spain, 2019",,2019
Jakob Macke,Bayesian inference for synaptic connectivity rules in anatomically realistic cortical connectomes,"J Boelts, P Harth, F Yanez, HC Hege, M Oberlaender, JH Macke","Bernstein Conference 2019, 2019",,2019
Jakob Macke,"Can Serial Dependencies in Choices and Neural Activity Explain Choice Probabilities?(vol 38, pg 3495, 2018)","JM Lueckmann, JH Macke, H Nienborg","JOURNAL OF NEUROSCIENCE 38 (45), 9801-9801, 2018",,2018
Jakob Macke,KOGWIS2018: Computational Approaches to Cognitive Science,"C Rothkopf, D Balfanz, R Galuske, F Jäkel, K Kersting, J Macke, B Mohler","14th Biannual Conference of the German Society for Cognitive Science (KogWis …, 2018",,2018
Jakob Macke,Adaptively learned calibration kernels for stable importance sampling in regression ABC,"M Nonnenmacher, K Oecal, JH Macke","ISBA 2018 Workshop'ABC in Edinburgh', 2018, Edinburgh, UK, 2018",,2018
Jakob Macke,Using bayesian inference to estimate receptive fields from a small number of spikes,"G Bassetto, JH Macke","Computational and Systems Neuroscience Meeting (COSYNE 2017), 64-64, 2017",,2017
Jakob Macke,"Full Bayesian inference for model-based receptive field estimation, with application to primary visual cortex","G Bassetto, J Macke","Bernstein Conference 2016, 117-118, 2016",,2016
Jakob Macke,A statistical characterization of neural population responses in V1,"G Basseto, F Sandhaeger, A Ecker, JH Macke","Bernstein Conference 2015, 146-147, 2015",,2015
Jakob Macke,"Electrophysiology Analysis, Bayesian","G Bassetto, JH Macke","Encyclopedia of Computational Neuroscience, 1078-1082, 2015",,2015
Jakob Macke,Population Coding in the Visual System: Statistical Methods and Theory,JH Macke,"PhD Thesis, University of Tübingen, IMPRS Neural and Behavioural Sciences, 2010",,2010
Jakob Macke,Implicit Wiener Series for Estimating Nonlinear Receptive Fields,"MO Franz, JH Macke, A Saleem, SR Schultz","7th Meeting of the German Neuroscience Society, 31st Göttingen Neurobiology …, 2007",,2007
Jakob Macke,Addressing out-of-distribution data for flow-based gravitational wave inference,"M Dax, SR Green, J Wildberger, J Gair, M Pürrer, JH Macke, A Buonanno, ...",,,
